Rk,Season,Tm,TMSeason,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,2016-17,MEM,2016-17MEM,82,43,39,0.549,19905,2984,6854,2217,4685,767,2169,1504,1918,886,2621,3507,1744,653,344,1059,1840,8239
1,2017-18,MEM,2017-18MEM,7,5,2,0.195,1680,239,560,170,352,69,208,157,201,56,239,295,130,53,36,90,162,704
30,1988-89,MIA,1988-89MIA,82,15,67,0.22,19855,3221,7116,3124,6818,97,298,1477,2103,1309,2211,3520,1958,744,408,1728,2124,8016
29,1989-90,MIA,1989-90MIA,82,18,64,0.256,19730,3383,7345,3295,7045,88,300,1393,2028,1242,2313,3555,1957,736,388,1557,2123,8247
28,1990-91,MIA,1990-91MIA,82,24,58,0.317,19780,3280,7139,3140,6675,140,464,1649,2307,1232,2302,3534,1904,756,387,1551,2080,8349
27,1991-92,MIA,1991-92MIA,82,38,44,0.488,19830,3256,7061,2999,6310,257,751,1839,2329,1187,2366,3553,1749,670,373,1377,1819,8608
26,1992-93,MIA,1992-93MIA,82,36,46,0.463,20005,3127,6850,2794,5910,333,940,1908,2476,1134,2384,3518,1688,609,350,1287,2011,8495
25,1993-94,MIA,1993-94MIA,82,42,40,0.524,19805,3197,6896,2860,5899,337,997,1744,2223,1235,2407,3642,1856,643,374,1315,2024,8475
24,1994-95,MIA,1994-95MIA,82,32,50,0.415,19805,3144,6738,2708,5556,436,1182,1569,2133,1092,2272,3364,1779,662,298,1291,2000,8293
23,1995-96,MIA,1995-96MIA,82,42,40,0.537,19780,2902,6348,2350,4890,552,1458,1553,2187,999,2495,3494,1752,574,439,1394,2158,7909
22,1996-97,MIA,1996-97MIA,82,61,21,0.744,19805,2822,6235,2144,4370,678,1865,1454,2022,957,2402,3359,1735,650,439,1306,1919,7776
21,1997-98,MIA,1997-98MIA,82,55,27,0.683,19755,2850,6327,2302,4783,548,1544,1539,2082,1028,2419,3447,1758,665,429,1226,1982,7787
20,1998-99,MIA,1998-99MIA,50,33,17,0.424,12025,1616,3565,1327,2761,289,804,928,1262,503,1512,2015,1019,327,304,744,1035,4449
19,1999-00,MIA,1999-00MIA,82,52,30,0.646,19830,2974,6462,2528,5260,446,1202,1345,1827,921,2619,3540,1931,582,524,1231,1947,7739
18,2000-01,MIA,2000-01MIA,82,50,32,0.622,19880,2694,6258,2216,4874,478,1384,1423,1874,813,2435,3248,1630,633,304,1122,1726,7289
17,2001-02,MIA,2001-02MIA,82,36,46,0.463,19930,2801,6382,2489,5483,312,899,1236,1708,902,2544,3446,1664,547,448,1217,1846,7150
16,2002-03,MIA,2002-03MIA,82,25,57,0.333,19830,2688,6517,2340,5417,348,1100,1292,1689,948,2464,3412,1501,592,324,1167,1856,7016
15,2003-04,MIA,2003-04MIA,82,42,40,0.537,19755,2729,6417,2244,5060,485,1357,1459,1915,940,2459,3399,1565,590,313,1137,1812,7402
14,2004-05,MIA,2004-05MIA,82,59,23,0.72,19980,3097,6368,2622,5108,475,1260,1658,2466,887,2639,3526,1790,528,474,1127,1814,8327
13,2005-06,MIA,2005-06MIA,82,52,30,0.646,19755,3039,6355,2542,4914,497,1441,1616,2310,858,2675,3533,1692,522,442,1186,1871,8191
12,2006-07,MIA,2006-07MIA,82,44,38,0.549,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759
11,2007-08,MIA,2007-08MIA,82,15,67,0.232,19830,2808,6336,2317,4963,491,1373,1384,1903,743,2342,3085,1644,589,355,1202,1670,7491
10,2008-09,MIA,2008-09MIA,82,43,39,0.545,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061
9,2009-10,MIA,2009-10MIA,82,47,35,0.585,19880,2984,6518,2490,5092,494,1426,1452,1931,875,2553,3428,1548,605,457,1079,1710,7914
8,2010-11,MIA,2010-11MIA,82,58,24,0.72,19780,3031,6301,2484,4822,547,1479,1760,2288,790,2666,3456,1639,544,430,1142,1674,8369
7,2011-12,MIA,2011-12MIA,66,46,20,0.573,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500
6,2012-13,MIA,2012-13MIA,82,66,16,0.805,19880,3148,6348,2431,4539,717,1809,1423,1887,676,2490,3166,1890,710,441,1143,1533,8436
5,2013-14,MIA,2013-14MIA,82,54,28,0.671,19880,3142,6272,2477,4443,665,1829,1431,1884,627,2397,3024,1847,732,367,1212,1596,8380
4,2014-15,MIA,2014-15MIA,82,37,45,0.476,19730,2885,6330,2329,4671,556,1659,1438,1940,747,2461,3208,1626,642,372,1214,1636,7764
3,2015-16,MIA,2015-16MIA,82,48,34,0.598,19830,3150,6697,2652,5217,498,1480,1406,1889,807,2811,3618,1709,553,531,1155,1502,8204
2,2016-17,MIA,2016-17MIA,82,41,41,0.512,19780,3202,7037,2394,4824,808,2213,1248,1768,872,2705,3577,1742,588,469,1102,1680,8460
1,2017-18,MIA,2017-18MIA,6,2,4,0.146,1465,248,526,189,341,59,185,82,108,52,200,252,125,44,37,98,134,637
39,1979-80,MIL,1979-80MIL,82,49,33,0.61,19805,3685,7553,3635,7398,50,155,1605,2102,1245,2396,3641,2277,778,510,1496,1937,9025
38,1980-81,MIL,1980-81MIL,82,60,22,0.732,19755,3722,7472,3692,7341,30,131,1802,2340,1261,2408,3669,2319,862,530,1581,2198,9276
37,1981-82,MIL,1981-82MIL,82,55,27,0.671,19805,3544,7015,3495,6851,49,164,1753,2329,1167,2415,3582,2233,763,455,1589,2281,8890
36,1982-83,MIL,1982-83MIL,82,51,31,0.634,19830,3486,7133,3449,6964,37,169,1731,2299,1095,2477,3572,2116,662,532,1447,2131,8740
35,1983-84,MIL,1983-84MIL,82,50,32,0.61,19905,3432,6970,3373,6738,59,232,1743,2354,1135,2385,3520,2113,642,489,1415,2167,8666
34,1984-85,MIL,1984-85MIL,82,59,23,0.72,19805,3564,7256,3475,6962,89,294,1873,2473,1256,2353,3609,2164,689,486,1382,2239,9090
33,1985-86,MIL,1985-86MIL,82,57,25,0.695,19805,3601,7310,3476,6928,125,382,2063,2701,1189,2420,3609,2158,805,460,1369,2210,9390
32,1986-87,MIL,1986-87MIL,82,50,32,0.61,19780,3457,7282,3272,6710,185,572,1953,2549,1119,2322,3441,2044,845,393,1260,2180,9052
31,1987-88,MIL,1987-88MIL,82,42,40,0.524,19780,3366,7079,3233,6669,133,410,1832,2364,1117,2335,3452,2194,671,380,1275,1989,8697
30,1988-89,MIL,1988-89MIL,82,49,33,0.61,19755,3399,7167,3220,6600,179,567,1955,2382,1133,2272,3405,2071,821,323,1305,1953,8932
29,1989-90,MIL,1989-90MIL,82,44,38,0.549,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691
28,1990-91,MIL,1990-91MIL,82,48,34,0.598,19855,3337,6948,3080,6195,257,753,1796,2241,1079,2162,3241,2075,894,330,1321,2033,8727
27,1991-92,MIL,1991-92MIL,82,31,51,0.402,19880,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,3469,2018,863,317,1350,1904,8609
26,1992-93,MIL,1992-93MIL,82,28,54,0.366,19730,3268,6924,2956,5988,312,936,1544,2081,1050,2113,3163,2084,863,393,1363,1978,8392
25,1993-94,MIL,1993-94MIL,82,20,62,0.268,19705,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,3280,1946,800,407,1343,1821,7949
24,1994-95,MIL,1994-95MIL,82,34,48,0.439,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146
23,1995-96,MIL,1995-96MIL,82,25,57,0.333,19730,3034,6490,2677,5434,357,1056,1412,1914,973,2164,3137,1755,582,307,1295,1943,7837
22,1996-97,MIL,1996-97MIL,82,33,49,0.427,19730,2967,6303,2643,5383,324,920,1560,2104,955,2263,3218,1610,632,348,1285,1892,7818
21,1997-98,MIL,1997-98MIL,82,36,46,0.46,19930,2918,6399,2669,5696,249,703,1663,2167,1035,2236,3271,1649,733,357,1383,1915,7748
20,1998-99,MIL,1998-99MIL,50,28,22,0.366,12050,1753,3818,1522,3199,231,619,847,1155,570,1369,1939,1030,442,202,719,1142,4584
19,1999-00,MIL,1999-00MIL,82,42,40,0.524,19855,3174,6827,2780,5758,394,1069,1558,1982,1016,2373,3389,1852,671,381,1230,2020,8300
18,2000-01,MIL,2000-01MIL,82,52,30,0.646,19780,3112,6798,2550,5317,562,1481,1474,1874,975,2500,3475,1844,672,386,1123,1928,8260
17,2001-02,MIL,2001-02MIL,82,41,41,0.512,19905,3041,6577,2448,4994,593,1583,1321,1767,841,2557,3398,1847,596,388,1157,1788,7996
16,2002-03,MIL,2002-03MIL,82,42,40,0.537,19905,3045,6670,2460,5144,585,1526,1483,1911,876,2367,3243,1823,622,344,1044,1820,8158
15,2003-04,MIL,2003-04MIL,82,41,41,0.512,19780,2970,6650,2569,5505,401,1145,1698,2192,960,2502,3462,1872,554,383,1110,1668,8039
14,2004-05,MIL,2004-05MIL,82,30,52,0.39,19780,2964,6580,2639,5655,325,925,1720,2229,985,2405,3390,1720,529,289,1132,1797,7973
13,2005-06,MIL,2005-06MIL,82,40,42,0.5,19855,2976,6566,2469,5231,507,1335,1561,2115,929,2448,3377,1769,597,270,1197,1902,8020
12,2006-07,MIL,2006-07MIL,82,28,54,0.366,19855,3121,6714,2597,5242,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,8172
11,2007-08,MIL,2007-08MIL,82,26,56,0.341,19855,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,7956
10,2008-09,MIL,2008-09MIL,82,34,48,0.439,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142
9,2009-10,MIL,2009-10MIL,82,46,36,0.573,19980,3050,6998,2405,5185,645,1813,1264,1675,965,2560,3525,1740,580,385,1085,1823,8009
8,2010-11,MIL,2010-11MIL,82,35,47,0.451,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534
7,2011-12,MIL,2011-12MIL,66,31,35,0.402,15865,2502,5652,2066,4387,436,1265,1095,1415,820,1983,2803,1550,548,335,929,1273,6535
6,2012-13,MIL,2012-13MIL,82,38,44,0.488,19830,3128,7197,2527,5527,601,1670,1251,1700,1068,2537,3605,1876,685,550,1156,1554,8108
5,2013-14,MIL,2013-14MIL,82,15,67,0.232,19880,2952,6737,2404,5184,548,1553,1377,1843,971,2399,3370,1760,541,403,1238,1713,7829
4,2014-15,MIL,2014-15MIL,82,41,41,0.512,19930,3083,6722,2538,5222,545,1500,1312,1734,876,2574,3450,1932,789,403,1373,1814,8023
3,2015-16,MIL,2015-16MIL,82,33,49,0.427,19830,3145,6740,2705,5463,440,1277,1392,1863,858,2559,3417,1895,672,475,1247,1695,8122
2,2016-17,MIL,2016-17MIL,82,42,40,0.537,19780,3182,6715,2462,4769,720,1946,1413,1839,723,2589,3312,1984,666,436,1145,1660,8497
1,2017-18,MIL,2017-18MIL,6,4,2,0.183,1440,237,481,179,330,58,151,95,123,33,198,231,140,46,23,89,136,627
29,1989-90,MIN,1989-90MIN,82,22,60,0.293,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803
28,1990-91,MIN,1990-91MIN,82,29,53,0.378,19905,3265,7276,3157,6895,108,381,1531,2082,1275,2113,3388,1885,712,440,1062,1864,8169
27,1991-92,MIN,1991-92MIN,82,15,67,0.22,19805,3366,7342,3240,6948,126,394,1379,1857,1167,2168,3335,2025,619,526,1157,1866,8237
26,1992-93,MIN,1992-93MIN,82,19,63,0.256,19855,3043,6529,2877,5960,166,569,1794,2247,940,2204,3144,2001,649,455,1422,2028,8046
25,1993-94,MIN,1993-94MIN,82,20,62,0.268,19730,2985,6535,2802,5978,183,557,1777,2303,990,2343,3333,1967,600,440,1478,2016,7930
24,1994-95,MIN,1994-95MIN,82,21,61,0.293,19780,2792,6219,2474,5203,318,1016,1824,2355,883,2090,2973,1780,609,402,1400,2074,7726
23,1995-96,MIN,1995-96MIN,82,26,56,0.341,19780,2974,6481,2695,5624,279,857,1797,2314,985,2271,3256,1867,650,481,1426,1994,8024
22,1996-97,MIN,1996-97MIN,82,40,42,0.5,19780,2937,6436,2566,5343,371,1093,1637,2180,957,2302,3259,1874,618,557,1243,1818,7882
21,1997-98,MIN,1997-98MIN,82,45,37,0.561,19930,3157,6844,2854,5971,303,873,1673,2253,1063,2429,3492,2068,639,427,1138,1882,8290
20,1998-99,MIN,1998-99MIN,50,25,25,0.329,12025,1838,4327,1716,3917,122,410,849,1143,754,1392,2146,1218,426,272,641,1185,4647
19,1999-00,MIN,1999-00MIN,82,50,32,0.61,19905,3226,6910,2978,6194,248,716,1379,1769,1016,2471,3487,2205,622,444,1139,1913,8079
18,2000-01,MIN,2000-01MIN,82,47,35,0.585,19830,3148,6871,2826,5970,322,901,1364,1737,1002,2470,3472,2083,682,456,1136,1900,7982
17,2001-02,MIN,2001-02MIN,82,50,32,0.62,19805,3175,6887,2779,5840,396,1047,1399,1754,1059,2562,3621,1993,524,427,1097,1739,8145
16,2002-03,MIN,2002-03MIN,82,51,31,0.634,19805,3172,6809,2876,6005,296,804,1406,1826,959,2614,3573,2070,553,433,1124,1704,8046
15,2003-04,MIN,2003-04MIN,82,58,24,0.707,19755,3033,6571,2707,5674,326,897,1361,1743,875,2645,3520,1890,561,462,1043,1731,7753
14,2004-05,MIN,2004-05MIN,82,44,38,0.549,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934
13,2005-06,MIN,2005-06MIN,82,33,49,0.427,19855,2888,6340,2578,5398,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,7522
12,2006-07,MIN,2006-07MIN,82,32,50,0.415,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877
11,2007-08,MIN,2007-08MIN,82,22,60,0.293,19730,3076,6817,2635,5558,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,7839
10,2008-09,MIN,2008-09MIN,82,24,58,0.329,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019
9,2009-10,MIN,2009-10MIN,82,15,67,0.232,19780,3106,6923,2703,5742,403,1181,1436,1926,962,2556,3518,1626,597,306,1333,1699,8051
8,2010-11,MIN,2010-11MIN,82,17,65,0.244,19780,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,3641,1650,592,422,1398,1825,8288
7,2011-12,MIN,2011-12MIN,66,26,40,0.341,15940,2355,5434,1882,4011,473,1423,1281,1662,797,2089,2886,1290,436,293,1001,1212,6464
6,2012-13,MIN,2012-13MIN,82,31,51,0.402,19730,2943,6702,2493,5227,450,1475,1515,2042,973,2473,3446,1836,700,387,1214,1509,7851
5,2013-14,MIN,2013-14MIN,82,40,42,0.5,19855,3189,7175,2589,5418,600,1757,1790,2301,1024,2644,3668,1963,718,297,1142,1504,8768
4,2014-15,MIN,2014-15MIN,82,16,66,0.232,19805,2986,6820,2580,5597,406,1223,1638,2110,949,2406,3355,1771,668,327,1231,1571,8016
3,2015-16,MIN,2015-16MIN,82,29,53,0.378,19880,3095,6668,2640,5321,455,1347,1753,2213,821,2587,3408,1916,656,375,1231,1696,8398
2,2016-17,MIN,2016-17MIN,82,31,51,0.402,19805,3235,6922,2634,5199,601,1723,1586,1986,938,2540,3478,1940,654,370,1150,1646,8657
1,2017-18,MIN,2017-18MIN,7,4,3,0.183,1705,278,600,216,440,62,160,148,185,74,205,279,154,58,26,107,129,766
39,1979-80,NJN,1979-80NJN,82,34,48,0.439,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,
38,1980-81,NJN,1980-81NJN,82,24,58,0.317,19805,3477,7314,3443,7176,34,138,1780,2371,1092,2374,3466,2068,750,458,1664,2204,8768
37,1981-82,NJN,1981-82NJN,82,44,38,0.549,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746
36,1982-83,NJN,1982-83NJN,82,49,33,0.61,19705,3510,7140,3480,6991,30,149,1622,2301,1266,2427,3693,2143,911,592,1873,2166,8672
35,1983-84,NJN,1983-84NJN,82,45,37,0.561,19805,3614,7258,3565,7026,49,232,1742,2488,1221,2313,3534,2148,814,499,1608,2243,9019
34,1984-85,NJN,1984-85NJN,82,42,40,0.524,19755,3646,7445,3594,7221,52,224,1631,2237,1233,2325,3558,2163,772,415,1355,2011,8975
33,1985-86,NJN,1985-86NJN,82,39,43,0.5,19805,3548,7301,3505,7087,43,214,1810,2396,1183,2483,3666,2128,749,345,1575,2129,8949
32,1986-87,NJN,1986-87NJN,82,24,58,0.317,19855,3374,7083,3229,6634,145,449,2000,2607,1169,2409,3578,1991,643,397,1617,2353,8893
31,1987-88,NJN,1987-88NJN,82,19,63,0.256,19780,3208,6857,3071,6402,137,455,1682,2308,1075,2262,3337,1795,727,385,1503,2042,8235
30,1988-89,NJN,1988-89NJN,82,26,56,0.341,19805,3333,7226,3146,6658,187,568,1653,2260,1204,2419,3623,1793,773,431,1449,1966,8506
29,1989-90,NJN,1989-90NJN,82,17,65,0.244,19705,3157,7415,3017,6909,140,506,1754,2350,1363,2324,3687,1475,774,481,1360,1952,8208
28,1990-91,NJN,1990-91NJN,82,26,56,0.341,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441
27,1991-92,NJN,1991-92NJN,82,40,42,0.5,19780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,3904,1937,736,615,1392,1834,8641
26,1992-93,NJN,1992-93NJN,82,43,39,0.537,19780,3272,7084,3117,6596,155,488,1732,2258,1291,2506,3797,1872,693,526,1355,1892,8431
25,1993-94,NJN,1993-94NJN,82,45,37,0.561,19830,3169,7115,2946,6432,223,683,1900,2495,1300,2556,3856,1900,696,576,1196,1693,8461
24,1994-95,NJN,1994-95NJN,82,30,52,0.39,19880,2939,6738,2525,5441,414,1297,1750,2305,1213,2569,3782,1884,544,548,1300,1844,8042
23,1995-96,NJN,1995-96NJN,82,30,52,0.39,19905,2881,6750,2631,6004,250,746,1672,2244,1350,2503,3853,1752,627,571,1375,1880,7684
22,1996-97,NJN,1996-97NJN,82,26,56,0.341,19780,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,3786,1726,677,481,1290,1865,7974
21,1997-98,NJN,1997-98NJN,82,43,39,0.537,19880,3055,6928,2745,5991,310,937,1750,2351,1344,2137,3481,1685,777,314,1180,1917,8170
20,1998-99,NJN,1998-99NJN,50,16,34,0.232,12050,1691,4160,1466,3481,225,679,962,1251,715,1437,2152,923,491,273,750,1134,4569
19,1999-00,NJN,1999-00NJN,82,31,51,0.402,19830,2979,6881,2502,5507,477,1374,1601,2041,1040,2315,3355,1688,720,393,1119,1913,8036
18,2000-01,NJN,2000-01NJN,82,26,56,0.341,19730,2781,6550,2420,5466,361,1084,1629,2146,909,2337,3246,1603,649,407,1208,1982,7552
17,2001-02,NJN,2001-02NJN,82,52,30,0.646,19830,3042,6816,2639,5622,403,1194,1402,1907,1039,2515,3554,1990,716,490,1189,1734,7889
16,2002-03,NJN,2002-03NJN,82,49,33,0.61,19755,2906,6585,2560,5544,346,1041,1662,2195,991,2528,3519,1887,717,374,1212,1772,7820
15,2003-04,NJN,2003-04NJN,82,47,35,0.585,19705,2813,6372,2436,5249,377,1123,1398,1856,862,2473,3335,2009,709,322,1209,1722,7401
14,2004-05,NJN,2004-05NJN,82,42,40,0.53,19905,2753,6419,2318,5216,435,1203,1555,2039,855,2387,3242,1772,650,308,1164,1985,7496
13,2005-06,NJN,2005-06NJN,82,49,33,0.61,19780,2778,6317,2301,4870,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,7691
12,2006-07,NJN,2006-07NJN,82,41,41,0.512,19880,2913,6379,2304,4703,609,1676,1566,2153,822,2525,3347,1962,499,273,1212,1869,8001
11,2007-08,NJN,2007-08NJN,82,34,48,0.439,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857
10,2008-09,NJN,2008-09NJN,82,34,48,0.439,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044
9,2009-10,NJN,2009-10NJN,82,12,70,0.207,19780,2813,6554,2436,5369,377,1185,1572,2015,897,2358,3255,1540,573,393,1182,1643,7575
8,2010-11,NJN,2010-11NJN,82,24,58,0.32,20005,2918,6638,2459,5301,459,1337,1427,1881,909,2440,3349,1723,458,384,1152,1807,7722
7,2011-12,NJN,2011-12NJN,66,22,44,0.305,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144
16,2002-03,NOH,2002-03NOH,82,47,35,0.585,19905,2914,6695,2510,5620,404,1075,1467,1910,1097,2475,3572,1807,656,394,1212,1769,7699
15,2003-04,NOH,2003-04NOH,82,41,41,0.512,19830,2772,6605,2241,4939,531,1666,1454,1937,1091,2418,3509,1716,708,346,1228,1715,7529
14,2004-05,NOH,2004-05NOH,82,18,64,0.256,19930,2718,6556,2303,5240,415,1316,1401,1830,1019,2281,3300,1724,550,310,1217,1883,7252
11,2007-08,NOH,2007-08NOH,82,56,26,0.695,19805,3164,6796,2534,5175,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,8270
10,2008-09,NOH,2008-09NOH,82,49,33,0.61,19755,2911,6366,2355,4840,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,7857
9,2009-10,NOH,2009-10NOH,82,37,45,0.476,19830,3178,6842,2607,5270,571,1572,1293,1661,852,2450,3302,1828,625,300,1103,1606,8220
8,2010-11,NOH,2010-11NOH,82,46,36,0.573,19830,2944,6416,2500,5184,444,1232,1452,1897,824,2468,3292,1691,624,359,1069,1719,7784
7,2011-12,NOH,2011-12NOH,66,21,45,0.28,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916
6,2012-13,NOH,2012-13NOH,82,27,55,0.354,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714
13,2005-06,NOK,2005-06NOK,82,38,44,0.488,19805,2831,6428,2531,5543,300,885,1649,2176,918,2379,3297,1519,611,311,1095,1786,7611
12,2006-07,NOK,2006-07NOK,82,39,43,0.5,19880,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,7833
5,2013-14,NOP,2013-14NOP,82,34,48,0.439,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177
4,2014-15,NOP,2014-15NOP,82,45,37,0.573,19780,3108,6795,2522,5212,586,1583,1345,1790,942,2621,3563,1806,553,510,1087,1530,8147
3,2015-16,NOP,2015-16NOP,82,30,52,0.402,19780,3153,7040,2451,5089,702,1951,1415,1823,782,2712,3494,1818,633,342,1102,1713,8423
2,2016-17,NOP,2016-17NOP,82,34,48,0.439,19905,3210,7130,2442,4934,768,2196,1368,1825,703,2879,3582,1869,638,453,1054,1490,8556
1,2017-18,NOP,2017-18NOP,7,3,4,0.171,1680,282,598,207,385,75,213,120,161,69,252,321,169,53,40,119,162,759
39,1979-80,NYK,1979-80NYK,82,39,43,0.488,19780,3802,7672,3760,7481,42,191,1698,2274,1236,2303,3539,2265,881,457,1613,2168,9344
38,1980-81,NYK,1980-81NYK,82,50,32,0.61,19830,3505,7255,3449,7019,56,236,1783,2386,1137,2205,3342,1976,861,314,1461,1917,8849
37,1981-82,NYK,1981-82NYK,82,33,49,0.415,19830,3523,7178,3465,6964,58,214,1603,2171,1168,2273,3441,2075,719,338,1486,2195,8707
36,1982-83,NYK,1982-83NYK,82,44,38,0.549,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198
35,1983-84,NYK,1983-84NYK,82,47,35,0.573,19855,3386,6837,3339,6672,47,165,1944,2510,1088,2230,3318,2041,803,360,1587,2281,8763
34,1984-85,NYK,1984-85NYK,82,24,58,0.317,19830,3435,7101,3384,6903,51,198,1706,2350,1116,2102,3218,1999,754,267,1458,2398,8627
33,1985-86,NYK,1985-86NYK,82,23,59,0.305,19805,3239,7034,3157,6795,82,239,1534,2237,1081,2170,3251,1877,714,308,1438,2213,8094
32,1986-87,NYK,1986-87NYK,82,24,58,0.317,19780,3329,7023,3204,6648,125,375,1725,2362,1108,2162,3270,1941,704,396,1420,2028,8508
31,1987-88,NYK,1987-88NYK,82,38,44,0.488,19805,3363,7232,3184,6665,179,567,1750,2306,1286,2194,3480,2012,789,445,1518,2361,8655
30,1988-89,NYK,1988-89NYK,82,52,30,0.646,19805,3701,7611,3315,6464,386,1147,1779,2366,1322,2265,3587,2083,900,446,1572,2053,9567
29,1989-90,NYK,1989-90NYK,82,45,37,0.561,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879
28,1990-91,NYK,1990-91NYK,82,39,43,0.5,19955,3308,6822,3123,6264,185,558,1654,2147,1053,2436,3489,2172,638,418,1379,1764,8455
27,1991-92,NYK,1991-92NYK,82,51,31,0.634,19855,3312,6947,3111,6329,201,618,1503,2049,1185,2489,3674,2130,634,382,1242,1905,8328
26,1992-93,NYK,1992-93NYK,82,60,22,0.732,19930,3209,6898,3016,6294,193,604,1717,2316,1150,2660,3810,2125,680,372,1296,2111,8328
25,1993-94,NYK,1993-94NYK,82,57,25,0.695,19755,3098,6735,2782,5827,316,908,1564,2097,1175,2542,3717,2067,752,385,1360,2001,8076
24,1994-95,NYK,1994-95NYK,82,55,27,0.683,19780,2985,6394,2453,4948,532,1446,1552,2114,929,2473,3402,2055,591,387,1305,2102,8054
23,1995-96,NYK,1995-96NYK,82,47,35,0.585,19830,3003,6382,2518,5097,485,1285,1480,1954,829,2449,3278,1822,645,377,1272,1864,7971
22,1996-97,NYK,1996-97NYK,82,57,25,0.695,19855,2882,6227,2412,4933,470,1294,1585,2119,973,2516,3489,1809,629,378,1462,2033,7819
21,1997-98,NYK,1997-98NYK,82,43,39,0.537,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509
20,1998-99,NYK,1998-99NYK,50,27,23,0.354,12100,1610,3704,1402,3115,208,589,892,1218,551,1510,2061,963,395,262,804,1140,4320
19,1999-00,NYK,1999-00NYK,82,50,32,0.61,19830,2897,6374,2546,5437,351,937,1410,1805,802,2521,3323,1588,515,349,1201,1983,7555
18,2000-01,NYK,2000-01NYK,82,48,34,0.598,19905,2755,6198,2364,5083,391,1115,1374,1727,773,2524,3297,1520,545,346,1189,1863,7275
17,2001-02,NYK,2001-02NYK,82,30,52,0.39,19805,2817,6520,2343,5176,474,1344,1406,1786,876,2458,3334,1720,558,288,1192,1800,7514
16,2002-03,NYK,2002-03NYK,82,37,45,0.476,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860
15,2003-04,NYK,2003-04NYK,82,39,43,0.5,19880,2881,6513,2475,5398,406,1115,1374,1732,950,2543,3493,1695,608,391,1289,1897,7542
14,2004-05,NYK,2004-05NYK,82,33,49,0.427,19880,2978,6599,2537,5359,441,1240,1580,2060,965,2393,3358,1665,629,260,1204,1942,7977
13,2005-06,NYK,2005-06NYK,82,23,59,0.305,19930,2822,6206,2502,5322,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,7842
12,2006-07,NYK,2006-07NYK,82,33,49,0.427,20005,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,7994
