Rk,Season,Tm,TMSeason,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
8,2010-11,WAS,2010-11WAS,82,23,59,0.305,19930,3048,6888,2656,5706,392,1182,1489,1999,1013,2374,3387,1592,665,502,1258,1850,7977
7,2011-12,WAS,2011-12WAS,66,20,46,0.28,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180
6,2012-13,WAS,2012-13WAS,82,29,53,0.378,19855,2910,6693,2365,5198,545,1495,1279,1746,887,2652,3539,1775,598,376,1238,1681,7644
5,2013-14,WAS,2013-14WAS,82,44,38,0.549,20055,3177,6920,2530,5216,647,1704,1253,1715,886,2573,3459,1909,668,377,1204,1675,8254
4,2014-15,WAS,2014-15WAS,82,46,36,0.573,19955,3139,6790,2642,5409,497,1381,1305,1758,862,2801,3663,1969,601,378,1233,1707,8080
3,2015-16,WAS,2015-16WAS,82,41,41,0.512,19755,3238,7033,2529,5050,709,1983,1349,1849,743,2688,3431,2005,708,323,1186,1708,8534
2,2016-17,WAS,2016-17WAS,82,49,33,0.61,19855,3388,7137,2632,5107,756,2030,1421,1812,843,2671,3514,1956,693,336,1162,1745,8953
1,2017-18,WAS,2017-18WAS,6,4,2,0.183,1465,241,533,182,371,59,162,129,166,65,197,262,148,60,34,89,120,670
39,1979-80,WSB,1979-80WSB,82,39,43,0.5,19880,3574,7796,3501,7558,73,238,1552,2048,1334,2723,4057,2201,530,443,1380,1893,8773
38,1980-81,WSB,1980-81WSB,82,39,43,0.5,19780,3549,7517,3484,7276,65,241,1499,2072,1155,2533,3688,2151,641,392,1422,1895,8662
37,1981-82,WSB,1981-82WSB,82,43,39,0.537,19830,3400,7168,3341,6932,59,236,1626,2105,1047,2583,3630,1983,643,397,1390,2072,8485
36,1982-83,WSB,1982-83WSB,82,42,40,0.524,19805,3306,7059,3236,6822,70,237,1452,2059,1099,2430,3529,2046,733,400,1588,1958,8134
35,1983-84,WSB,1983-84WSB,82,35,47,0.439,19905,3344,6907,3273,6625,71,282,1664,2201,1027,2387,3414,2192,556,320,1448,1989,8423
34,1984-85,WSB,1984-85WSB,82,40,42,0.5,19855,3534,7383,3425,6985,109,398,1478,1989,1012,2395,3407,2088,709,393,1282,1869,8655
33,1985-86,WSB,1985-86WSB,82,39,43,0.5,19855,3311,7148,3195,6740,116,408,1704,2286,1066,2432,3498,1748,626,716,1346,1796,8442
32,1986-87,WSB,1986-87WSB,82,42,40,0.524,19705,3356,7397,3313,7179,43,218,1935,2531,1305,2315,3620,1750,755,685,1301,1775,8690
31,1987-88,WSB,1987-88WSB,82,38,44,0.488,19880,3355,7164,3326,7026,29,138,1914,2476,1229,2297,3526,1875,698,502,1384,1922,8653
30,1988-89,WSB,1988-89WSB,82,40,42,0.5,19855,3519,7591,3467,7348,52,243,1789,2318,1254,2354,3608,2048,694,325,1291,2054,8879
29,1989-90,WSB,1989-90WSB,82,31,51,0.402,19830,3598,7581,3561,7384,37,197,1599,2093,1198,2450,3648,2214,561,424,1201,1929,8832
28,1990-91,WSB,1990-91WSB,82,30,52,0.39,19855,3390,7268,3335,6984,55,284,1478,2028,1173,2390,3563,2081,588,468,1359,1927,8313
27,1991-92,WSB,1991-92WSB,82,25,57,0.329,19855,3364,7301,3218,6764,146,537,1521,1956,1069,2345,3414,2011,713,422,1254,1852,8395
26,1992-93,WSB,1992-93WSB,82,22,60,0.293,19805,3302,7065,3128,6487,174,578,1575,2107,1031,2317,3348,2110,673,359,1323,1795,8353
25,1993-94,WSB,1993-94WSB,82,24,58,0.317,19705,3195,6826,2974,6082,221,744,1618,2162,1071,2189,3260,1823,701,321,1403,1715,8229
24,1994-95,WSB,1994-95WSB,82,21,61,0.293,19855,3176,6899,2743,5635,433,1264,1457,2013,1044,2219,3263,1749,648,404,1301,1949,8242
23,1995-96,WSB,1995-96WSB,82,39,43,0.5,19805,3202,6618,2709,5406,493,1212,1511,2076,930,2327,3257,1815,592,506,1327,1981,8408
22,1996-97,WSB,1996-97WSB,82,44,38,0.549,19855,3208,6678,2877,5677,331,1001,1400,1979,1010,2420,3430,1921,712,402,1289,1815,8147
